Datetime,Open,High,Low,Close,Adj Close,Volume
2022-12-01 09:30:00-05:00,408.3599853515625,410.0,405.07000732421875,405.2699890136719,405.2699890136719,20421403
2022-12-01 10:30:00-05:00,405.2799987792969,407.6499938964844,404.75,406.4200134277344,406.4200134277344,11102792
2022-12-01 11:30:00-05:00,406.69000244140625,407.44000244140625,405.5199890136719,406.9767150878906,406.9767150878906,7038476
2022-12-01 12:30:00-05:00,406.9800109863281,408.0400085449219,406.4100036621094,406.6549987792969,406.6549987792969,6214922
2022-12-01 13:30:00-05:00,406.6400146484375,407.6000061035156,406.2699890136719,407.3299865722656,407.3299865722656,5873672
2022-12-01 14:30:00-05:00,407.32000732421875,408.32000732421875,407.05999755859375,407.3599853515625,407.3599853515625,7932964
2022-12-01 15:30:00-05:00,407.3699951171875,408.4700012207031,407.2900085449219,407.3800048828125,407.3800048828125,10099011
2022-12-02 10:30:00-05:00,404.2250061035156,404.70001220703125,403.760009765625,404.42999267578125,404.42999267578125,33007187
2022-12-02 11:30:00-05:00,405.94000244140625,406.239990234375,405.3800048828125,406.0899963378906,406.0899963378906,10203467
2022-12-02 12:30:00-05:00,405.08990478515625,405.1600036621094,404.3599853515625,404.7601013183594,404.7601013183594,5609366
2022-12-02 13:30:00-05:00,405.1499938964844,405.3699951171875,404.92999267578125,405.1000061035156,405.1000061035156,6387343
2022-12-02 14:30:00-05:00,405.172607421875,407.2550048828125,404.94000244140625,407.2398986816406,407.2398986816406,5636043
2022-12-05 09:30:00-05:00,403.95001220703125,404.92999267578125,401.5899963378906,402.760009765625,402.760009765625,14203564
2022-12-05 10:30:00-05:00,402.75,403.97808837890625,402.25,402.5050048828125,402.5050048828125,8422828
2022-12-05 11:30:00-05:00,402.5,402.54998779296875,400.67999267578125,401.3800048828125,401.3800048828125,8890181
2022-12-05 12:30:00-05:00,401.3699951171875,401.510009765625,400.0299987792969,400.3999938964844,400.3999938964844,6696164
2022-12-05 13:30:00-05:00,400.42999267578125,400.8999938964844,398.6700134277344,398.8599853515625,398.8599853515625,8785045
2022-12-05 14:30:00-05:00,398.82000732421875,399.489990234375,398.1700134277344,398.69000244140625,398.69000244140625,8871378
2022-12-05 15:30:00-05:00,398.70001220703125,399.95001220703125,398.6700134277344,399.6199951171875,399.6199951171875,10949151
2022-12-06 09:30:00-05:00,399.4200134277344,399.989990234375,395.79998779296875,395.9100036621094,395.9100036621094,14892858
2022-12-06 10:30:00-05:00,395.8999938964844,396.17999267578125,394.6000061035156,395.4800109863281,395.4800109863281,9659970
2022-12-06 11:30:00-05:00,395.4798889160156,395.885009765625,394.0199890136719,394.6000061035156,394.6000061035156,7584995
2022-12-06 12:30:00-05:00,394.6099853515625,394.7699890136719,392.81500244140625,392.93499755859375,392.93499755859375,7993290
2022-12-06 13:30:00-05:00,392.92999267578125,393.82000732421875,392.1400146484375,392.1449890136719,392.1449890136719,6962852
2022-12-06 14:30:00-05:00,392.0809020996094,393.32000732421875,391.6400146484375,392.1199951171875,392.1199951171875,10889484
2022-12-06 15:30:00-05:00,392.1199951171875,394.239990234375,392.0799865722656,393.8599853515625,393.8599853515625,13394366
2022-12-07 09:30:00-05:00,392.94000244140625,395.29998779296875,391.9700012207031,394.760009765625,394.760009765625,15788529
2022-12-07 10:30:00-05:00,394.760009765625,395.6400146484375,392.489990234375,392.6698913574219,392.6698913574219,10333937
2022-12-07 11:30:00-05:00,392.6499938964844,393.7250061035156,392.30999755859375,392.92999267578125,392.92999267578125,5978726
2022-12-07 12:30:00-05:00,392.92999267578125,394.5899963378906,392.67999267578125,394.20001220703125,394.20001220703125,4545148
2022-12-07 13:30:00-05:00,394.1413879394531,394.2001037597656,392.3245849609375,393.1300048828125,393.1300048828125,5685984
2022-12-07 14:30:00-05:00,393.1199951171875,393.7300109863281,392.0899963378906,392.7850036621094,392.7850036621094,6133665
2022-12-07 15:30:00-05:00,392.7900085449219,393.4800109863281,392.67999267578125,393.1400146484375,393.1400146484375,8317431
2022-12-08 09:30:00-05:00,395.0199890136719,397.20001220703125,393.45001220703125,396.9800109863281,396.9800109863281,12961111
2022-12-08 10:30:00-05:00,397.0,397.3599853515625,395.010009765625,395.8699951171875,395.8699951171875,6297527
2022-12-08 11:30:00-05:00,395.875,396.4390869140625,395.3900146484375,395.55999755859375,395.55999755859375,6106060
2022-12-08 12:30:00-05:00,395.57000732421875,396.510009765625,395.06500244140625,396.4999084472656,396.4999084472656,3588081
2022-12-08 13:30:00-05:00,396.5,397.2699890136719,394.5,395.1689147949219,395.1689147949219,9088736
2022-12-08 14:30:00-05:00,394.760009765625,396.3800048828125,394.75,396.1600036621094,396.1600036621094,6689923
2022-12-08 15:30:00-05:00,396.1600036621094,396.5799865722656,395.010009765625,396.2099914550781,396.2099914550781,8939667
2022-12-09 09:30:00-05:00,394.94000244140625,396.8900146484375,394.1199951171875,395.79998779296875,395.79998779296875,14939747
2022-12-09 10:30:00-05:00,395.7699890136719,397.44000244140625,395.4549865722656,396.9100036621094,396.9100036621094,10498092
2022-12-09 11:30:00-05:00,396.8999938964844,397.6199951171875,396.2900085449219,396.5840148925781,396.5840148925781,6385918
2022-12-09 12:30:00-05:00,396.5950012207031,397.22509765625,395.3494873046875,395.82000732421875,395.82000732421875,6118159
2022-12-09 13:30:00-05:00,395.8201904296875,396.29998779296875,395.010009765625,395.88128662109375,395.88128662109375,5887489
2022-12-09 14:30:00-05:00,395.80999755859375,396.2900085449219,395.4100036621094,395.4501037597656,395.4501037597656,5688877
2022-12-09 15:30:00-05:00,395.45001220703125,395.5899963378906,393.1499938964844,393.2799987792969,393.2799987792969,15705183
2022-12-12 09:30:00-05:00,394.1099853515625,394.8699951171875,393.4119873046875,394.44000244140625,394.44000244140625,13670329
2022-12-12 10:30:00-05:00,394.4649963378906,395.69000244140625,394.0,395.3299865722656,395.3299865722656,9430248
2022-12-12 11:30:00-05:00,395.3349914550781,395.8299865722656,394.8900146484375,395.3599853515625,395.3599853515625,6064333
2022-12-12 12:30:00-05:00,395.3599853515625,396.25,395.0799865722656,395.4700012207031,395.4700012207031,5605729
2022-12-12 13:30:00-05:00,395.4599914550781,396.1400146484375,395.385009765625,395.760009765625,395.760009765625,5468737
2022-12-12 14:30:00-05:00,395.7699890136719,398.2460021972656,395.4700012207031,398.07501220703125,398.07501220703125,9080186
2022-12-12 15:30:00-05:00,398.0799865722656,398.92999267578125,397.8699951171875,398.9200134277344,398.9200134277344,12640682
2022-12-13 09:30:00-05:00,410.2200012207031,410.489990234375,404.8500061035156,405.4800109863281,405.4800109863281,33825962
2022-12-13 10:30:00-05:00,405.4800109863281,406.1600036621094,403.6300048828125,404.57000732421875,404.57000732421875,16280385
2022-12-13 11:30:00-05:00,404.5899963378906,405.8399963378906,399.8900146484375,400.2699890136719,400.2699890136719,14645496
2022-12-13 12:30:00-05:00,400.25,402.0799865722656,399.07000732421875,401.8299865722656,401.8299865722656,12250744
2022-12-13 13:30:00-05:00,401.8399963378906,402.3900146484375,400.6199951171875,401.70001220703125,401.70001220703125,8695115
2022-12-13 14:30:00-05:00,401.70001220703125,403.2200012207031,399.8800048828125,401.7200012207031,401.7200012207031,11325020
2022-12-13 15:30:00-05:00,401.7300109863281,403.0400085449219,401.30999755859375,401.95001220703125,401.95001220703125,15598893
2022-12-14 09:30:00-05:00,401.6099853515625,404.3799133300781,401.5799865722656,404.1300048828125,404.1300048828125,11963570
2022-12-14 10:30:00-05:00,404.1300048828125,404.95001220703125,403.5400085449219,404.8799133300781,404.8799133300781,8328733
2022-12-14 11:30:00-05:00,404.8800048828125,405.0400085449219,403.57501220703125,403.760009765625,403.760009765625,6953332
2022-12-14 12:30:00-05:00,403.7799987792969,404.3500061035156,403.5010070800781,404.1000061035156,404.1000061035156,6113728
2022-12-14 13:30:00-05:00,404.0899963378906,405.5,398.70001220703125,400.20001220703125,400.20001220703125,20534881
